x	 y	 U	 V	 t11	 t22	 t12
0.048202	0.000409	4.136266	0.081687	0.118310	0.027135	-0.003246
0.048202	0.000818	4.340786	0.071807	0.082030	0.020731	-0.002316
0.048202	0.001227	4.552929	0.063068	0.050442	0.014795	-0.001514
0.048202	0.001636	4.751652	0.056419	0.029863	0.010537	-0.000979
0.048202	0.002045	4.919848	0.052256	0.018445	0.007845	-0.000653
0.048202	0.002454	5.048459	0.050442	0.013026	0.006335	-0.000456
0.048202	0.002864	5.137223	0.050398	0.010801	0.005586	-0.000327
0.048202	0.003273	5.192247	0.051427	0.009994	0.005278	-0.000236
0.048202	0.003682	5.216675	0.053798	0.009711	0.005204	-0.000176
0.048202	0.004091	5.223006	0.055894	0.009619	0.005250	-0.000141
0.048202	0.004500	5.222309	0.057687	0.009631	0.005367	-0.000125
0.048202	0.004909	5.219686	0.059241	0.009720	0.005525	-0.000124
0.048202	0.005318	5.216721	0.060615	0.009868	0.005698	-0.000134
0.048202	0.005727	5.213804	0.061792	0.010048	0.005868	-0.000153
0.048202	0.006136	5.211055	0.062739	0.010230	0.006025	-0.000167
0.048202	0.006545	5.208340	0.063454	0.010391	0.006164	-0.000175
0.048202	0.006954	5.205642	0.063937	0.010526	0.006285	-0.000175
0.048202	0.007363	5.202860	0.064201	0.010653	0.006391	-0.000173
0.048202	0.007772	5.199923	0.064201	0.010787	0.006484	-0.000169
0.048202	0.008181	5.196830	0.064009	0.010944	0.006576	-0.000160
0.048202	0.008591	5.193726	0.063574	0.011112	0.006675	-0.000145
0.048202	0.009000	5.190729	0.062856	0.011265	0.006785	-0.000127
0.048202	0.009409	5.187934	0.061931	0.011390	0.006905	-0.000111
0.048202	0.009818	5.185437	0.060767	0.011507	0.007045	-0.000105
0.048202	0.010227	5.183217	0.059418	0.011632	0.007212	-0.000109
0.048202	0.010636	5.181225	0.057872	0.011795	0.007415	-0.000118
0.048202	0.011045	5.179437	0.056195	0.012001	0.007648	-0.000129
0.048202	0.011454	5.177779	0.054410	0.012250	0.007901	-0.000140
0.048202	0.011863	5.176170	0.052524	0.012526	0.008163	-0.000155
0.048202	0.012272	5.174617	0.050581	0.012819	0.008434	-0.000169
0.048202	0.012681	5.173160	0.048539	0.013122	0.008708	-0.000177
0.048202	0.013090	5.171867	0.046466	0.013424	0.008985	-0.000175
0.048202	0.013499	5.170783	0.044328	0.013738	0.009271	-0.000155
0.048202	0.013908	5.169916	0.042180	0.014065	0.009569	-0.000118
