x	 y	 U	 V	 t11	 t22	 t12
0.048202	0.000409	3.549462	0.037451	0.086271	0.015492	-0.002346
0.048202	0.000818	3.718190	0.036564	0.059260	0.011381	-0.001671
0.048202	0.001227	3.895325	0.036277	0.035754	0.007702	-0.001048
0.048202	0.001636	4.063465	0.036649	0.020512	0.005201	-0.000598
0.048202	0.002045	4.207813	0.037618	0.012181	0.003732	-0.000294
0.048202	0.002454	4.319925	0.038988	0.008375	0.002993	-0.000095
0.048202	0.002864	4.398609	0.040533	0.006954	0.002691	0.000039
0.048202	0.003273	4.448333	0.042068	0.006551	0.002614	0.000128
0.048202	0.003682	4.472041	0.043721	0.006480	0.002641	0.000182
0.048202	0.004091	4.479086	0.045049	0.006487	0.002714	0.000207
0.048202	0.004500	4.479112	0.046067	0.006516	0.002805	0.000213
0.048202	0.004909	4.476924	0.046853	0.006559	0.002900	0.000207
0.048202	0.005318	4.474294	0.047469	0.006617	0.002995	0.000199
0.048202	0.005727	4.471681	0.047867	0.006688	0.003086	0.000196
0.048202	0.006136	4.469254	0.048056	0.006770	0.003173	0.000201
0.048202	0.006545	4.466966	0.048059	0.006856	0.003255	0.000214
0.048202	0.006954	4.464793	0.047925	0.006938	0.003331	0.000228
0.048202	0.007363	4.462662	0.047665	0.007008	0.003401	0.000234
0.048202	0.007772	4.460486	0.047273	0.007068	0.003468	0.000230
0.048202	0.008181	4.458248	0.046772	0.007123	0.003532	0.000218
0.048202	0.008591	4.456008	0.046098	0.007183	0.003592	0.000205
0.048202	0.009000	4.453882	0.045229	0.007262	0.003652	0.000197
0.048202	0.009409	4.451973	0.044169	0.007356	0.003712	0.000194
0.048202	0.009818	4.450345	0.042936	0.007454	0.003782	0.000197
0.048202	0.010227	4.449080	0.041523	0.007535	0.003866	0.000200
0.048202	0.010636	4.448149	0.039954	0.007602	0.003967	0.000203
0.048202	0.011045	4.447507	0.038261	0.007662	0.004082	0.000203
0.048202	0.011454	4.447023	0.036495	0.007734	0.004206	0.000199
0.048202	0.011863	4.446608	0.034700	0.007835	0.004334	0.000195
0.048202	0.012272	4.446129	0.032919	0.007968	0.004466	0.000196
0.048202	0.012681	4.445602	0.031166	0.008125	0.004596	0.000207
0.048202	0.013090	4.444999	0.029396	0.008291	0.004722	0.000229
0.048202	0.013499	4.444343	0.027593	0.008461	0.004844	0.000259
0.048202	0.013908	4.443666	0.025745	0.008634	0.004967	0.000293
0.048202	0.014318	4.442971	0.023730	0.008811	0.005094	0.000330
0.048202	0.014727	4.442273	0.021515	0.008990	0.005225	0.000373
0.048202	0.015136	4.441642	0.019068	0.009157	0.005356	0.000416
0.048202	0.015545	4.441035	0.016391	0.009302	0.005478	0.000451
0.048202	0.015954	4.440470	0.013501	0.009418	0.005594	0.000479
0.048202	0.016363	4.440006	0.010549	0.009510	0.005707	0.000494
0.048202	0.016772	4.439631	0.007544	0.009588	0.005824	0.000501
0.048202	0.017181	4.439409	0.004617	0.009653	0.005955	0.000516
0.048202	0.017590	4.439344	0.001814	0.009712	0.006103	0.000550
0.048202	0.017999	4.439428	-0.000866	0.009758	0.006269	0.000608
0.048202	0.018408	4.439662	-0.003428	0.009802	0.006456	0.000681
0.048202	0.018817	4.440009	-0.005985	0.009864	0.006666	0.000752
0.048202	0.019226	4.440406	-0.008640	0.009956	0.006898	0.000816
0.048202	0.019635	4.440844	-0.011388	0.010095	0.007136	0.000870
0.048611	0.000409	3.581299	0.036938	0.081349	0.014202	-0.002023
0.048611	0.000818	3.742447	0.035819	0.055934	0.010478	-0.001458
0.048611	0.001227	3.912493	0.035302	0.033814	0.007138	-0.000930
0.048611	0.001636	4.074725	0.035477	0.019469	0.004860	-0.000541
